"obs","time","elapsed","date","hhmmss","averaging","instrument","replicate","species","plot","leaf","spad","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","DeltaPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","DeltaCO2","CO2_s_d","CO2_r_d","DeltaH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccCO2_soda","CO2_hrs","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","file_name","year","doy","curve_identifier","species_leaf","doy_species_leaf","doy_devel","stage","dad","seq_num"
"SysObs","SysObs","SysObs","SysObs","SysObs","SysObs","UserDefCon","UserDefCon","UserDefCon","UserDefCon","UserDefCon","UserDefCon","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","GasEx","Leak","Leak","Leak","Leak","Leak","LeafQ","LeafQ","LeafQ","LeafQ","Const","Const","Const","Meas","Meas","Meas","Meas","Meas","Meas","Meas","Meas","Meas","Meas","Meas","Meas","Meas","Meas","Meas","Meas","Meas","Meas","Meas2","Meas2","Meas2","Meas2","Meas2","Meas2","Meas2","Meas2","Meas2","Meas2","FlrLS","FlrLS","FlrLS","FlrLS","FlrLS","FlrLS","FlrLS","FlrLS","FlrLS","FlrLS","FlrLS","FlrLS","FlrLS","FlrLS","FlrLS","FlrLS","FlrLS","FlrLS","MchEvent","MchEvent","MchEvent","MchEvent","MchEvent","MchEvent","MchEvent","MchEvent","MchEvent","MchEvent","MchEvent","MchEvent","MchEvent","Stability","Stability","Stability","Raw","Raw","Raw","Raw","Raw","Raw","Raw","Raw","Raw","Raw","Raw","Raw","Raw","Raw","Raw","Raw","Raw","Raw","Status2","Status2","Status2","Status2","Status2","Status2","Status2","Status2","Status2","Status2","Status2","Status2","Status2","Status2","Status2","Status2","Status2","Status2","Status2","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","ConStatus","ConStatus","ConStatus","ConStatus","ConStatus","ConStatus","ConStatus","ConStatus","Status","Status","Status","Status","Status","Status","Status","Status","Status","Status","Status","Status","Status","Status","Status","Status","read_gasex_file","NA","NA","NA","NA","NA","NA","NA","NA","NA"
NA,"s","s",NA,NA,"s",NA,NA,NA,NA,NA,NA,"s","mol m^(-2) s^(-1)","mmol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol mol^(-1)","Pa","Pa","mol m^(-2) s^(-1)","mol m^(-2) s^(-1)","mol m^(-2) s^(-1)","mol m^(-2) s^(-1)","W m^(-2)","degrees C","degrees C","kPa","%","kPa","kPa","kPa","W m^(-2)","W m^(-2)","W m^(-2)","W m^(-2)","micromol s^(-1)","%",NA,"%","micromol s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)",NA,"J/micromol","cm^2",NA,NA,"s","micromol mol^(-1)","micromol mol^(-1)","mmol mol^(-1)","mmol mol^(-1)","micromol mol^(-1)","mmol mol^(-1)","micromol s^(-1)","kPa","kPa","degrees C","degrees C","degrees C","degrees C","degrees C","rpm","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol mol^(-1)","micromol mol^(-1)","mmol mol^(-1)","micromol mol^(-1)","mmol mol^(-1)","kPa","kPa","degrees C","degrees C","micromol m^(-2) s^(-1)",NA,NA,NA,NA,"micromol m^(-2) s^(-1)",NA,NA,"degrees C","degrees C","degrees C","degrees C","degrees C","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","s",NA,"secs",NA,"s","s",NA,"micromol/mol","mmol/mol","micromol/mol","mmol/mol","micromol/mol","mmol/mol","%","%",NA,NA,NA,"V","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"V","V","mV","mV","degrees C","degrees C","%","degrees C","mmol mol^(-1)","%","%",NA,"V","V","V","V","V","V","V","mg","mg","hrs","mg","V","V","V","V","V","V","V","V","V","V","V","V",NA,NA,NA,NA,NA,NA,"V","%","%","micromol/mol","mmol/mol","mmol/mol",NA,NA,NA,"mmol/mol",NA,NA,NA,"micromol mol^(-1)","micromol mol^(-1)","mmol mol^(-1)","mmol mol^(-1)","min","min","V","V","V","V","V","V","degrees C","V",NA,"micromol s^(-1)","micromol s^(-1)","degrees C","degrees C","degrees C","degrees C","degrees C","%","%","%","degrees C","micromol mol^(-1)","mmol mol^(-1)","%","%","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"8","2023-07-12 10:43:49","922.599999904633","20230712 10:43:49","10:43:49","none","mcgrath1","1","ld11","6","4","40.5","1689176629.1","0.00856134523107092","8.56134523107092","-3.19391973964258","23.5963","31.2910171423832","3.09183445702293","2.3315270662593","0.683468062752114","2.90921252167594","0.60522247651134","0.384545013086019","289.568516451887","28.5140877690668","27.9736","3.78900322946625","60.4282119668826","2.4352962896115","4.0300651141989","1.35370693985475","-377.555324690228","166.565636327646","12.5430843376418","91.1219124269471","0","0","1","0","51911.361767195","1800.02","1513.20090593362","0.840657829320574","0.160869610588709","6","0.5","0: Broadleaf","1689176629.1","23.5963","20.0072","24.6465","14.6294","23.5649","24.578","500.165","98.709","0.100011","29.0356","27.9736","999.9","0","0","10013.8","0","0.00152894","3.58912","24.1925","20.3042","10.017","20.0072","14.6294","2.43283","1.44406","20.584","12.3883","1800.02","0.978009","0.0219906","0","834.607","5.00098","17029.5","16376.1","46.187","47","46.125","46.875","47.25","1755.54","39.47","0","132.100000143051","0","1689176588.1","10:43:08","1689176565.6","1689176588.1","9","-0.059","0.001","0.029","-0.045","20","15","0.4","0.01","2","2","2/2","2.96551","2.84048","0.00667006","0.00573182","0.116055","0.0803337","29913.6","30693.6","27612","28112.3","31282","31628.2","38465.8","37282.2","2.0544","1.716","0.0234395","0","27.5907","999.9","52.112","38.169","35.4708","61.2981","36.4623","1","0.166601","-0.364861","20.2566","5.22837","12.0156","4.9997","3.2917","9999","9999","213.6","9999","1.87851","1.87232","1.87442","1.87258","1.87272","1.87394","1.87424","1.8782","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","0.031","0.0685","0.0148076630582006","0.000727049843811133","-1.05877040029023e-06","2.95179661897168e-10","-0.0977105938587281","-0.00103811462610497","0.000308640785949859","3.51295263520158e-07","1","2242","1","25","1.1","0.7","0.196533","2.72461","1.49536","2.27661","1.49658","2.57446","43.7543","23.4921","18","502.693","422.306","26.1146","29.4962","29.9992","29.2636","29.1905","4.00631","63.3986","0","26.3458","20","14.6818","100.258","100.143","time 1 aci/2023-07-13 ed aci mcgrath1.xlsx","2023","194","194 - mcgrath1 - 1","ld11 - 4","194 - ld11 - 4","191","V5","3","8"
"7","2023-07-12 10:41:36","790.099999904633","20230712 10:41:36","10:41:36","none","mcgrath1","1","ld11","6","4","40.5","1689176496.6","0.00809728707665627","8.09728707665627","-0.316885664872592","49.8824","49.6449091216923","4.90518276049275","4.92864813051072","0.640062482315716","2.90827958879847","0.570883478062651","0.362392579889449","289.598968754967","28.3454671224376","27.8153","3.75417063047889","60.4686866045563","2.39635586306424","3.96296992315304","1.35781476741465","-357.090360080541","145.878503815588","10.9642886037875","89.3514010938016","0","0","1","0","51934.5687212146","1800.2","1513.35299935491","0.840658259834966","0.160870441481484","6","0.5","0: Broadleaf","1689176496.6","49.8824","49.9868","24.2533","14.7751","49.7747","24.1918","500.152","98.7056","0.0997528","28.7457","27.8153","999.9","0","0","10008.8","0","0.00152894","-0.104416","51.1223","50.7365","9.47818","49.9868","14.7751","2.39393","1.45839","20.3228","12.5387","1800.2","0.977996","0.022004","0","825.11","5.00098","16519.4","16377.6","46.25","47","46.25","46.5","47.25","1755.7","39.5","0","162.199999809265","0","1689176456.1","10:40:56","1689176445.1","1689176456.1","8","-0.07","0.006","0.108","-0.045","50","15","0.48","0.01","2","2","2/2","2.96557","2.84017","0.0140522","0.0142789","0.114807","0.0809385","29695.6","30432.6","27615.6","28114.5","31331.3","31610.4","38471","37285","2.05448","1.72","0.015188","0","27.5672","999.9","52.478","37.847","35.1032","61.4581","35.5649","1","0.160536","0.315498","20.2578","5.22897","12.0155","5.00105","3.29158","9999","9999","213.5","9999","1.87851","1.87229","1.87439","1.87256","1.87272","1.87393","1.87424","1.8782","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","0.108","0.0615","0.0741390203927204","0.000727049843811133","-1.05877040029023e-06","2.95179661897168e-10","-0.0989646232880761","-0.00103811462610497","0.000308640785949859","3.51295263520158e-07","1","2242","1","25","0.9","0.7","0.26001","2.68677","1.49536","2.27539","1.49658","2.56226","43.5081","23.4921","18","501.841","424.037","25.957","29.4166","30.0001","29.1514","29.0738","5.27015","62.8101","0","25.9954","50","14.8042","100.272","100.151","time 1 aci/2023-07-13 ed aci mcgrath1.xlsx","2023","194","194 - mcgrath1 - 1","ld11 - 4","194 - ld11 - 4","191","V5","3","7"
"6","2023-07-12 10:38:54","627.599999904633","20230712 10:38:54","10:38:54","none","mcgrath1","1","ld11","6","4","40.5","1689176334.1","0.0076335312064066","7.6335312064066","2.06161561867506","71.8541","64.0306738618214","6.32583915803863","7.0987458358867","0.577321562951463","2.89986532212121","0.520248227229965","0.329811505084476","289.585042755542","28.5249243371669","27.9998","3.79479543453278","60.1171250243598","2.3905848394599","3.97654551592616","1.40421059507288","-336.638726202531","125.836085339265","9.49683347946744","88.2792353717442","0","0","1","0","51684.6096182987","1800.12","1513.2851993552","0.840657955778061","0.160869854651658","6","0.5","0: Broadleaf","1689176334.1","71.8541","74.9853","24.1977","15.2618","71.6611","24.2447","500.15","98.6937","0.100187","28.8047","27.9998","999.9","0","0","9961.88","0","0.00152894","-3.11271","73.6627","76.1475","9.03971","74.9853","15.2618","2.3984","1.50624","20.353","13.0317","1800.12","0.978009","0.0219906","0","818.928","5.00098","16732.3","16377.1","46","46.687","45.937","46","46.937","1755.64","39.48","0","99.6999998092651","0","1689176361.1","10:39:21","1689176354.1","1689176361.1","7","-0.02","0","0.193","-0.047","75","15","0.38","0.01","2","2","2/2","2.96594","2.8402","0.0201464","0.0213061","0.115041","0.0829172","29526.4","30228.1","27627.9","28124.9","31337.1","31553.9","38488.4","37298.4","2.05743","1.7292","0.0225976","0","27.6308","999.9","52.881","37.404","34.5351","61.7581","36.1458","1","0.140788","0.698222","20.2528","5.22598","12.0152","5.0006","3.29158","9999","9999","213.5","9999","1.8785","1.87226","1.87439","1.87256","1.87271","1.87393","1.87424","1.8782","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","0.193","-0.047","0.164730993666536","0.000727049843811133","-1.05877040029023e-06","2.95179661897168e-10","-0.104498061124519","-0.00103811462610497","0.000308640785949859","3.51295263520158e-07","1","2242","1","25","2.4","2.3","0.313721","2.67822","1.49536","2.27661","1.49658","2.57324","43.0739","23.4921","18","501.448","428.128","25.0032","29.1263","30.0004","28.8803","28.8195","6.34126","61.5603","0","25.4112","75","15.1199","100.317","100.188","time 1 aci/2023-07-13 ed aci mcgrath1.xlsx","2023","194","194 - mcgrath1 - 1","ld11 - 4","194 - ld11 - 4","191","V5","3","6"
"5","2023-07-12 10:37:14","527.599999904633","20230712 10:37:14","10:37:14","none","mcgrath1","1","ld11","6","4","40.5","1689176234.1","0.00686819966255421","6.86819966255421","4.24495714943453","94.1026","77.7591668824232","7.68188354637649","9.29646295856406","0.512761628514897","2.91150660995611","0.46736559949658","0.295846507848367","289.54993075539","28.6188847106707","27.9747","3.78924625843341","60.293816053827","2.38281224182938","3.95200104717561","1.40643401660403","-302.887605118641","113.517192398226","8.52727066671961","108.706788701695","0","0","1","0","52034.4946732334","1799.9","1513.10039935512","0.840658036199302","0.160870009864654","6","0.5","0: Broadleaf","1689176234.1","94.1026","99.9691","24.1198","16.0809","93.8787","24.0656","500.258","98.6908","0.0999131","28.6979","27.9747","999.9","0","0","10028.8","0","0.00152894","-5.86657","96.4284","101.603","8.03883","99.9691","16.0809","2.3804","1.58704","20.231","13.8335","1799.9","0.978006","0.0219943","0","817.863","5.00098","17054.4","16375","45.875","46.375","45.812","45.625","46.812","1755.42","39.48","0","142.299999952316","0","1689176194.6","10:36:34","1689176188.1","1689176194.6","6","-0.032","-0.005","0.227","-0.035","100","17","0.54","0.01","2","2","2/2","2.96642","2.84051","0.0262181","0.0281754","0.11448","0.0861536","29351.2","30022.8","27634.6","28130.8","31364.8","31449.2","38497.4","37306.2","2.05728","1.735","0.044249","0","27.2518","999.9","53.119","37.142","34.1996","61.4081","35.9175","1","0.127546","0.901473","20.2566","5.22747","12.0128","4.9997","3.29178","9999","9999","213.5","9999","1.87851","1.87225","1.87439","1.87256","1.87272","1.87393","1.87424","1.8782","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","0.224","0.0542","0.164730993666536","0.000727049843811133","-1.05877040029023e-06","2.95179661897168e-10","-0.104498061124519","-0.00103811462610497","0.000308640785949859","3.51295263520158e-07","1","2242","1","25","0.8","0.7","0.367432","2.66724","1.49536","2.27661","1.49658","2.53784","42.7778","23.4921","18","500.258","430.853","25.7279","28.9627","30.0006","28.7432","28.6779","7.42624","59.149","0","25.7339","100","16.0414","100.34","100.209","time 1 aci/2023-07-13 ed aci mcgrath1.xlsx","2023","194","194 - mcgrath1 - 1","ld11 - 4","194 - ld11 - 4","191","V5","3","5"
"4","2023-07-12 10:34:51","385.099999904633","20230712 10:34:51","10:34:51","none","mcgrath1","1","ld11","6","4","40.5","1689176091.6","0.00596660392569365","5.96660392569365","8.1442574974961","139.263","104.410072987629","10.3141299530395","13.757069969871","0.436233615713171","2.90024014753538","0.402786571778431","0.254532649475441","289.572274755487","28.7986381799061","27.9869","3.7919425826228","60.2752238560457","2.3742831981133","3.93906989675187","1.4176593845095","-263.12723312309","102.336145302806","7.71552344788484","136.496710383088","0","0","1","0","51723.0544228175","1800.04","1513.21799935517","0.840657985019874","0.160869911088358","6","0.5","0: Broadleaf","1689176091.6","139.263","150.027","24.0349","17.0511","138.985","23.9775","500.289","98.684","0.100817","28.6414","27.9869","999.9","0","0","9965","0","0.00152894","-10.764","142.692","152.629","6.98377","150.027","17.0511","2.37186","1.68268","20.1729","14.7375","1800.04","0.978006","0.0219943","0","816.71","5.00098","16709.4","16376.3","45.562","46.25","45.187","45.625","46.625","1755.56","39.48","0","133.899999856949","0","1689176051.1","10:34:11","1689176045.1","1689176051.1","5","0.13","0.001","0.283","-0.024","150","17","0.23","0.01","2","2","2/2","2.96669","2.84086","0.0380922","0.0413473","0.114217","0.0898987","29002.3","29624.2","27642.6","28138.2","31384.1","31328.8","38508.7","37316","2.05763","1.74177","0.0625998","0","26.964","999.9","53.559","36.819","33.88","61.7281","35.7973","1","0.115447","0.481522","20.2596","5.22702","12.014","5.00095","3.29175","9999","9999","213.4","9999","1.8785","1.87225","1.87439","1.87256","1.87271","1.87393","1.87424","1.8782","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","0.278","0.0574","0.196629135934418","0.000727049843811133","-1.05877040029023e-06","2.95179661897168e-10","-0.0999629232848899","-0.00103811462610497","0.000308640785949859","3.51295263520158e-07","1","2242","1","25","0.8","0.7","0.477295","2.65137","1.49536","2.27661","1.49658","2.46704","42.4837","23.4921","18","499.347","434.223","26.2464","28.8182","30.0004","28.6035","28.5362","9.59967","56.5903","0","26.1891","150","16.9999","100.37","100.235","time 1 aci/2023-07-13 ed aci mcgrath1.xlsx","2023","194","194 - mcgrath1 - 1","ld11 - 4","194 - ld11 - 4","191","V5","3","4"
"3","2023-07-12 10:32:37","250.599999904633","20230712 10:32:37","10:32:37","none","mcgrath1","1","ld11","6","4","40.5","1689175957.1","0.00578009154213753","5.78009154213753","12.1948885133014","184.105","130.51354171192","12.8923099777212","18.186149094685","0.417874909056456","2.90368267437895","0.387111003079033","0.244519386444656","289.551539455489","28.6706189338048","27.8519","3.76219922573262","59.8314582989943","2.3327622027138","3.89888909452339","1.42943702301881","-254.902037008265","95.945413295071","7.21392211817019","137.808837860465","0","0","1","0","51851.3560948122","1799.91","1513.10880593549","0.840658036199302","0.160870009864654","6","0.5","0: Broadleaf","1689175957.1","184.105","200.009","23.6154","16.846","183.938","23.5652","500.215","98.6808","0.100597","28.4648","27.8519","999.9","0","0","9985","0","0.00152894","-15.9038","188.558","203.436","6.76942","200.009","16.846","2.33039","1.66237","19.888","14.5495","1799.91","0.978002","0.0219981","0","821.002","5.00098","16451.7","16375","45.5","46.312","45.625","45.437","46.625","1755.42","39.48","0","150","0","1689175917.5","10:31:57","1689175903","1689175917.5","4","-0.098","0.005","0.172","-0.029","200","17","0.14","0.02","2","2","2/2","2.96656","2.84081","0.0492517","0.053639","0.112862","0.0891372","28668.9","29247.9","27645.3","28141.4","31436.2","31359.2","38512.1","37319.7","2.05792","1.74538","0.0619292","0","26.8397","999.9","53.943","36.487","33.5115","61.6281","35.9175","1","0.109903","-0.662203","20.2584","5.22687","12.0123","5.00095","3.29188","9999","9999","213.4","9999","1.8785","1.87225","1.87439","1.87252","1.87271","1.87393","1.87422","1.8782","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","0.167","0.0502","0.0669909438643777","0.000727049843811133","-1.05877040029023e-06","2.95179661897168e-10","-0.10139391977237","-0.00103811462610497","0.000308640785949859","3.51295263520158e-07","1","2242","1","25","0.9","0.7","0.583496","2.63184","1.49536","2.27783","1.49658","2.59033","42.271","23.5009","18","498.812","435.831","27.059","28.7697","30.0001","28.5145","28.4365","11.7503","56.7543","0","27.1313","200","16.915","100.379","100.245","time 1 aci/2023-07-13 ed aci mcgrath1.xlsx","2023","194","194 - mcgrath1 - 1","ld11 - 4","194 - ld11 - 4","191","V5","3","3"
"2","2023-07-12 10:30:06","100","20230712 10:30:06","10:30:06","none","mcgrath1","1","ld11","6","4","40.5","1689175806.5","0.0056015982388235","5.6015982388235","20.0884332347961","274.057","180.463779426268","17.8264128074495","27.071655211384","0.388283206703746","2.90532568828575","0.361586845871689","0.228237200329475","289.538758755342","28.8699405601053","28.1719","3.8330351009868","59.7575885854495","2.350644731708","3.93363384860607","1.4823903692788","-247.030482332116","69.8108460785079","5.25831467143988","117.577437173173","0","0","1","0","51871.8995153698","1799.83","1513.0415993551","0.840658061792002","0.160870059258564","6","0.5","0: Broadleaf","1689175806.5","274.057","299.994","23.7965","17.2374","273.761","23.8275","500.218","98.681","0.100112","28.6176","28.1719","999.9","0","0","9994.38","0","0.00152894","-25.7976","280.906","305.256","6.64765","299.994","17.2374","2.357","1.701","20.0713","14.9056","1799.83","0.978002","0.0219981","0","839.017","5.00098","16975.9","16374.3","45.562","46.375","45.562","45.562","46.562","1755.35","39.48","0","99.1999998092651","0","1689175835","10:30:35","1689175826","1689175835","3","-0.144","-0.009","0.296","-0.031","300","17","0.1","0.02","2","2","2/2","2.96679","2.84041","0.0695602","0.0757734","0.113792","0.0906641","28064.3","28570","27652.5","28147","31413.1","31314","38523.1","37326.8","2.05955","1.75255","0.0469014","0","27.4059","999.9","54.334","36.084","33.0165","61.9954","35.7292","1","0.105539","3.09725","20.2286","5.22732","12.0155","5.0008","3.29188","9999","9999","213.3","9999","1.87849","1.87225","1.87439","1.87247","1.8727","1.87393","1.87423","1.8782","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","0.296","-0.031","0.309250829421805","0.000727049843811133","-1.05877040029023e-06","2.95179661897168e-10","-0.0977169414648399","-0.00103811462610497","0.000308640785949859","3.51295263520158e-07","1","2242","1","25","2.6","2.3","0.792236","2.61841","1.49536","2.27905","1.49658","2.41089","41.8223","23.4658","18","498.145","439.079","23.9585","28.5941","30.0015","28.3107","28.2427","15.927","54.4909","0","23.7778","300","17.1417","100.407","100.265","time 1 aci/2023-07-13 ed aci mcgrath1.xlsx","2023","194","194 - mcgrath1 - 1","ld11 - 4","194 - ld11 - 4","191","V5","3","2"
"1","2023-07-12 10:28:26","0","20230712 10:28:26","10:28:26","none","mcgrath1","1","ld11","6","4","40.5","1689175706.5","0.00621249729435538","6.21249729435538","28.7139434769055","362.91","246.325339627267","24.333528993316","35.85047734158","0.450834875113976","2.90891175531686","0.41530649540808","0.262524931055113","289.588813755241","28.7317030986383","28.0276","3.80094980772047","60.1586645661616","2.3693756413162","3.93854427853929","1.43157416640427","-273.971130681072","95.8986407129407","7.20999824478004","118.726322031889","0","0","1","0","51970.5248790922","1800.14","1513.30229935505","0.840658115121628","0.160870162184742","6","0.5","0: Broadleaf","1689175706.5","362.91","400.059","23.9849","16.7113","362.462","23.926","500.178","98.6861","0.100038","28.6391","28.0276","999.9","0","0","10014.4","0","0.00152894","-37.1488","371.828","406.858","7.27358","400.059","16.7113","2.36698","1.64918","20.1396","14.4261","1800.14","0.978002","0.0219981","0","885.674","5.00098","17712.1","16377.1","45.312","46.125","45.125","45.375","46.375","1755.65","39.49","0","1689175594.1","0","1689175668","10:27:48","1689175653","1689175668","2","-0.073","0.002","0.45","-0.029","400","17","0.06","0.01","2","2","2/2","2.9669","2.84052","0.0873352","0.0951801","0.114168","0.0887034","27536.7","27976.4","27660.6","28152.7","31409.4","31389.4","38533.8","37334","2.06125","1.7567","0.0455901","0","27.2828","999.9","54.566","35.832","32.6986","61.3754","35.7131","1","0.0874162","1.39051","20.2547","5.22777","12.0119","5.0009","3.29192","9999","9999","213.3","9999","1.87841","1.87222","1.87436","1.87247","1.87271","1.87393","1.87423","1.8782","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","0.448","0.0589","0.309250829421805","0.000727049843811133","-1.05877040029023e-06","2.95179661897168e-10","-0.0977169414648399","-0.00103811462610497","0.000308640785949859","3.51295263520158e-07","1","2242","1","25","0.9","0.6","0.991211","2.58911","1.49536","2.28027","1.49658","2.53662","41.5083","23.5096","18","497.876","440.567","25.2701","28.4211","30.0009","28.1515","28.0801","19.9176","56.2516","0","25.2429","400","16.7237","100.435","100.285","time 1 aci/2023-07-13 ed aci mcgrath1.xlsx","2023","194","194 - mcgrath1 - 1","ld11 - 4","194 - ld11 - 4","191","V5","3","1"
