"doy","instrument","replicate","species","plot","leaf","spad","J_at_25","Rd_at_25","Vcmax_at_25","Tp","J_tl_avg","Rd_tl_avg","Vcmax_tl_avg","operating_Ci","operating_An","operating_An_model","convergence","convergence_msg","feval","RSS","MSE","RMSE","RSE"
"NA","UserDefCon","UserDefCon","UserDefCon","UserDefCon","UserDefCon","UserDefCon","fit_c3_aci","fit_c3_aci","fit_c3_aci","fit_c3_aci","fit_c3_aci","fit_c3_aci","fit_c3_aci","estimate_operating_point","estimate_operating_point","fit_c3_aci","fit_c3_aci","fit_c3_aci","fit_c3_aci","residual_stats","residual_stats","residual_stats","residual_stats"
"NA",NA,NA,NA,NA,NA,NA,"micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","","","","(micromol m^(-2) s^(-1))^2","(micromol m^(-2) s^(-1))^2","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)"
"223","mcgrath2","4","ld10","3","8","49.4","166.008597292199","3.72310515750485e-09","155.400869883961",NA,"253.675125498224","5.75143298076864e-09","283.015005953592","244.454051085175","31.4337608178552","31.7802512834151","0","Successful convergence","291","31.252036634006","2.60433638616717","1.61379564572692","1.97648794057812"
"223","ripe14","1","ld11","6","11","39.2","116.677192485976","0.226906995264842","100.707323588609",NA,"178.307316316241","0.350555545712165","183.429909647879","276.815402348876","22.4310383086411","23.820092627688","0","Successful convergence","285","4.16462824156359","0.416462824156359","0.645339309322126","0.833129465885864"
"223","ripe14","2","ld11","6","8","49","183.947633417635","3.7069625147268e-09","134.382542454029","18.7253674863874","281.465378673753","5.73470635280964e-09","245.230828705853","287.885092458405","35.2006968540546","34.7420612738042","0","Successful convergence","445","10.2347875639317","0.787291351071672","0.887294399323963","1.06639515106486"
"223","ripe14","3","ld11","4","11","41.6","125.702588960884","0.175938884574306","110.199307162337","13.0738886057887","191.929312209551","0.27155593262634","200.452232492272","288.07710266388","25.2726501496395","26.3512415357612","0","Successful convergence","250","1.68340365595371","0.129492588919516","0.359850787020838","0.432486821373234"
"223","ripe14","4","ld11","3","8","47.9",NA,"0.309093743798694","122.042441945529","12.947502131254",NA,"0.478303392037783","222.798452734216","254.319832649971","26.9526536780049","26.9816109968432","0","Successful convergence","182","2.26429505950944","0.174176543039187","0.417344633413666","0.501585825104232"
"223","ripe9","1","ld10","6","8","50.4","203.958175301555","4.57852644686341e-09","168.334799698174",NA,"311.958695152836","7.07998538149649e-09","307.004122202168","273.297090925828","39.2259289921921","41.0929377636446","0","Successful convergence","295","5.29076708907778","0.587863009897531","0.766722250816768","1.02866584361276"
"223","ripe9","2","ld10","6","12","35.7","105.063638482636","0.0629846038966819","94.0362346557064","9.24717053071182","160.586321487025","0.0973242892693428","171.32276889351","259.496087654471","20.7503568596224","20.8048727713524","0","Successful convergence","285","9.94870766148996","0.765285204729997","0.874805809725791","1.05138573434671"
"223","ripe9","3","ld10","5","8","48.4","162.315535547866","4.42536007838612e-09","122.228869460369",NA,"247.886617496366","6.83200423220395e-09","222.406485255086","232.897624376326","25.52283859786","24.7969359768315","0","Successful convergence","290","12.5656998793496","1.14233635266815","1.06880136258715","1.33981341341406"
"223","ripe9","4","ld10","3","11","40.2","131.925894339826","5.34457145207057e-08","110.198656679353","13.2840437758262","201.848288553922","8.26737686611626e-08","201.073422308161","269.508395649979","25.4838641833201","26.483613453831","0","Successful convergence","446","2.59880451622466","0.185628894016047","0.430846717541224","0.509784711052093"
"240","ripe14","1","ld10","5","11","46.9","168.525890081927","0.159456572322553","114.541689705789","13.4129887733062","205.215533901111","0.193356371197935","148.330964089021","327.245277560151","30.4943341439735","32.5615772900009","0","Successful convergence","296","2.1479882515512","0.153427732253657","0.391698522148931","0.463463941591058"
"240","ripe14","2","ld10","3","11","48.6","174.190897835346","2.30083617437918",NA,NA,"212.232969342028","2.79165503180434",NA,"257.660934545539","28.9146283385452","28.0086451137346","0","Successful convergence","149","99.4189188196164","7.10135134425832","2.66483608206177","3.153076574072"
"240","ripe5","1","ld10","5","11","47.9",NA,"0.391505774151074","131.323875336963","15.7148228774496",NA,"0.474893326228283","170.142203914009","277.692397155705","31.0703996156229","31.6247820180253","0","Successful convergence","388","23.0538685426943","1.64670489590674","1.28323999934024","1.51835004339231"
"240","ripe5","2","ld10","3","11","50.3","157.164958090743","0.000154470917923533",NA,"13.6578516729187","191.556707116945","0.000187493964696696",NA,"294.758141335288","29.3900926241053","29.7028509558409","0","Successful convergence","382","154.832312673944","11.0594509052817","3.32557527433701","3.93487372953623"
"240","ripe6","1","ld11","6","11","50",NA,"1.40412720342598","133.066044389558","18.2505675305501",NA,"1.70294313938012","172.363340519221","290.305841782131","31.7467744223444","32.2845146654634","0","Successful convergence","211","6.24426764501807","0.44601911750129","0.667846627229104","0.790206785912274"
"240","ripe6","2","ld11","3","11","48.4","198.057524755664","0.881884939746569","114.519517610661","16.1374856986028","241.171260262264","1.06934535991144","148.297510244274","301.757408752308","29.0974660833254","29.2868600393368","0","Successful convergence","315","2.49676073458403","0.178340052470288","0.422303270731222","0.499675968461965"
"240","ripe8","1","ld11","6","11","45.9","199.998061513903","1.38165923146971e-08","126.582530692908","17.1991483383802","243.627031535019","1.6760365763083e-08","164.01242793486","272.91535394947","30.292947752949","30.4369867454804","0","Successful convergence","436","3.48392444323125","0.248851745945089","0.498850424421078","0.59024778214164"
"240","ripe8","2","ld11","3","11","49","215.385944574665","3.18852000358305e-08","126.216780407548","17.6563635498641","262.443195779501","3.86899178903543e-08","163.60536502559","266.697753541195","29.6308300642918","29.6457119843398","0","Successful convergence","401","5.75393413913159","0.410995295652256","0.641089147975737","0.758546909500763"
"244","ripe14","1","ld10","5","8","54.5","166.483273211855","2.47956698851264",NA,NA,"202.721330814224","3.0066036181297",NA,"278.11822733167","25.8422958678409","27.6014247535078","0","Successful convergence","238","148.422910821075","10.6016364872197","3.25601543104753","3.85256941301614"
"244","ripe14","2","ld10","3","8","51.9","201.291089971057","2.94752564487443",NA,NA,"245.224599446392","3.57587687694657",NA,"288.046603512223","31.7183166444704","34.0151315230104","0","Successful convergence","168","201.161630443166","14.3686878887976","3.79060521405191","4.4851045745129"
"244","ripe5","1","ld11","6","8","57.4","162.176941464862","0.309003232280747","99.0119850395365","13.801005600645","197.549743740596","0.374828412943978","128.284158854795","315.060538072494","26.3450889165807","26.9972222979668","0","Successful convergence","320","4.35754172332663","0.311252980237616","0.557900511056959","0.660116786889004"
"244","ripe5","2","ld11","3","8","51.5","141.509887524971","0.500003660623516","78.6692036882703","12.3591594217374","172.341335916372","0.606390290347364","101.897072427111","325.072236911846","21.9688280726387","21.785602069654","0","Successful convergence","217","1.38523983256119","0.0989457023257996","0.31455635794846","0.372188101980866"
"244","ripe6","1","ld11","6","8","54.9","184.070734505511","0.557565190016257","117.822981913993","15.5036348268191","224.486946189785","0.677202797680104","152.931266487486","298.419888348329","29.5553638761102","30.2726902500352","0","Successful convergence","271","2.6612773234789","0.19009123739135","0.435994538258623","0.515875694666739"
"244","ripe6","2","ld11","3","8","55.7","158.876736045232","0.1963742235427","106.152354045757","13.6667535224004","193.571799495492","0.238261899377649","137.580272719689","326.599368211854","28.6999619521141","30.1103317220154","0","Successful convergence","391","0.443204795777121","0.0316574854126515","0.177925505233655","0.210524296882123"
"244","ripe8","1","ld10","5","8","55.1","189.775646127522","7.6319062181085e-09","139.590118549283",NA,"231.148774710769","9.25686099384224e-09","180.835773058099","282.570746871074","32.8895018728603","34.7757775910058","0","Successful convergence","444","4.02725603166543","0.287661145118959","0.536340512285767","0.634606652318224"
"244","ripe8","2","ld10","3","8","54.9","169.489543210314","5.7064153402564e-08","120.298679089699","13.1865809249537","206.578991886574","6.92636944156589e-08","156.001754852646","300.177456233863","30.0899106070743","31.7931337927329","0","Successful convergence","428","1.67821058269623","0.119872184478302","0.346225626547635","0.409659685921892"
