"parameter","mean","stderr"
"Vcmax_at_25",134.53107340743,5.82691490940639
"J_at_25",181.238879276741,6.16237145443034
"Jmax_at_25",183.00068047843,6.30602531121254
"Rd_at_25",1.28,0
"TPU_at_25",10.5243002671081,0.326213277827874
