"year","cultivar","electrons_per_carboxylation","electrons_per_oxygenation","Vcmax","J","Rd","TPU","Jmax"
2021,"ld11",4.5,5.25,126.611774179749,190.614532841408,1.28,14.9682151862955,194.075506031684
