"","Q10_1","Q10_2","Q10_3","Q10_5","Q10_6","Q10_7","Q10_8","Q10_9","Q10_10","Q10_13","Q10_23"
"opt_results$solution",2.375,1.5,3,2.5625,2.99226760864258,2.89309692382812,1.5,2.328125,3,2.65625,3
