"","Q10_1","Q10_2","Q10_3","Q10_5","Q10_6","Q10_7","Q10_8","Q10_9","Q10_10","Q10_13","Q10_23"
"opt_results$solution",2.26421659643,1.5,2,2.5,2.025390625,1.72828461907127,2,2,2,2,2.5
